city,latitude,longitude,name,zip,state
Toledo,41.638175,-83.664541,Burger King,43615,OH
Sterling,39.0348,-77.3977,Baja Fresh,20165,VA
Mustang,35.3921,-97.7218,McDonald's,73064,OK
Bellevue,41.15894,-95.94483,Don & Millie's,68123,NE
Santa Maria,34.9224,-120.4325,El Pollo Loco,93454,CA
Williamsburg,37.2731,-76.6832,McDonald's,23185,VA
Hampton,37.047054,-76.392003,Burger King,23666,VA
Zanesville,39.97244,-82.01162,McDonald's,43701,OH
Zanesville,39.9645,-82.0096,KFC,43701,OH
Oklahoma City,35.39508,-97.56609,Waffle House,73159,OK
Cut Bank,48.635608,-112.330932,Subway,59427,MT
Bluefield,37.2648,-81.2357,Hardee's,24701,WV
Bowling Green,38.048374,-77.356995,McDonald's,22427,VA
Cushing,35.9848,-96.7641,KFC,74023,OK
Richlands,37.094144,-81.810756,Wendy's,24641,VA
Richlands,37.09418,-81.81039,Burger King,24641,VA
Glen Allen,37.65308,-77.611933,Burger King,23060,VA
Daytona Beach,29.222,-81.0489,Checkers,32117,FL
Mannford,36.127373,-96.3549,Sonic Drive-In,74044,OK
Kerrville,30.0493,-99.1383,Burger King,78028,TX
Culpeper,38.476282,-77.994983,Taco Bell,22701,VA
Culpeper,38.481608,-77.978551,Arby's,22701,VA
Port Orange,29.127451,-81.004535,Burger King,32127,FL
Vicksburg,32.3301,-90.8585,KFC,39180,AL
Daytona Beach,29.1521,-80.9697,Burger King,32118,FL
Covington,37.7736,-79.9673,McDonald's,24426,VA
Covington,37.777,-79.9919,Arby's,24426,VA
Covington,37.77902,-79.99123,Wendy's,24426,VA
Covington,37.7817,-79.9912,KFC,24426,VA
Madison Heights,37.480953,-79.0755,Hardee's,24572-0618,VA
Newberry,34.28214,-81.591514,Bojangles' Famous Chicken 'n Biscuits,29108,SC
Belle Fourche,44.66255,-103.85498,Subway,57717,SD
Belle Fourche,44.6553,-103.8574,Hardee's,57717,SD
Chamberlain,43.7971,-99.3359,Taco John's,57325,SD
Broken Bow,34.02188,-94.73898,McDonald's,74728,OK
Broken Bow,34.019279,-94.73905,Arby's,74728,OK
Roanoke,37.341128,-79.96856,Bojangles' Famous Chicken 'n Biscuits,24019,VA
Hillsboro,39.22952,-83.6104,McDonald's,45133,OH
Hillsboro,39.21338,-83.60817,Wendy's,45133,OH
Claremore,36.31668,-95.62493,McDonald's,74017,OK
Bristow,35.8308,-96.3934,KFC,74010,OK
Lawton,34.62369,-98.43254,Burger King,73505,OK
Monticello,41.6664,-74.6745,McDonald's,12701,NY
Westerly,41.356069,-71.804727,Wendy's,2891,RI
Bellevue,47.573801,-122.169367,Old Country Buffet,98006,WA
Rice Lake,45.4725,-91.7532,Arby's,54868,WI
Stevens Point,44.53078,-89.57445,Taco Bell,54481,WI
Stevens Point,44.5056,-89.5671,Arby's,54481,WI
Mansfield,41.77764,-77.0714,Wendy's,16933,PA
Mansfield,41.77553,-77.07171,Arby's,16933,PA
Mansfield,41.78134,-77.07019,Taco Bell,16933,PA
Ocean City,38.35819,-75.07419,Tommy's Sub Shop,21842,MD
Virginia Beach,36.79924,-76.17752,Burger King,23464,VA
Salt Lake City,40.66661,-111.83951,Domino's Pizza,84117,UT
Kennewick,46.20994,-119.22358,Jimmy John's,99336,WA
Gainesville,38.7993,-77.6289,Roy Rogers,20155,VA
Crockett,31.3279,-95.4402,Taco Bell,75835,TX
Tuba City,36.129706,-111.239365,Taco Bell,86045,AZ
Middletown,39.03522,-78.27072,McDonald's,22645,VA
Danville,36.5997,-79.4171,Sonic Drive-In,24540,VA
Saint Paul,44.98465,-92.968124,Hardee's,55128,MN
Rancho Santa Margarita,33.6283,-117.6138,KFC,92688,CA
Milwaukee,43.112852,-87.916195,Arby's,53217,WI
Salt Lake City,40.66959,-111.93904,Del Taco,84123,UT
Concord,35.4378,-80.6051,Chick-fil-A,28025,NC
Everett,47.8823,-122.2372,KFC,98204,WA
Old Bridge,40.450336,-74.29858,KFC,8857,NJ
West Palm Beach,26.6507,-80.1492,KFC,33413,FL
West Palm Beach,26.6824,-80.2306,KFC,33411,FL
Sheridan,44.77405,-106.94419,Jimmy John's,82801,WY
Sheridan,44.78021,-106.94035,Subway,82801,WY
Cheyenne,41.15971,-104.79919,Taco Bell,82009,WY
Winder,33.98937,-83.71989,Captain D's,30680,GA
Lexington,37.77948,-79.43546,Arby's,24450,VA
Lexington,37.7792,-79.4365,Wendy's,24450,VA
Marion,36.8396,-81.5078,KFC,24354,VA
Marion,36.8416,-81.50661,Long John Silver's,24354,VA
Marion,36.837607,-81.515168,Hardee's,24354,VA
Marion,36.842598,-81.50504,Arby's,24354,VA
Marion,36.839738,-81.508281,Wendy's,24354,VA
Memphis,35.048937,-89.798222,Checkers,38125,TN
Romulus,42.23829,-83.32703,Checkers,48174,MI
Medford,45.14024,-90.33291,McDonald's,54451,WI
Medford,45.138819,-90.333204,Hardee's,54451,WI
Smyrna,33.89404,-84.53855,Checkers,30080,GA
Statesboro,32.43793,-81.76179,Checkers,30458,GA
Mountain Top,41.1435,-75.9005,McDonald's,18707,PA
Arlington,38.852334,-77.042482,Five Guys,22202,VA
Clarks Summit,41.4872,-75.6955,Wendy's,18411,PA
Brookville,41.166528,-79.097266,Arby's,15825,PA
Tunkhannock,41.526016,-75.95031,Burger King,18657,PA
Santa Maria,34.92111,-120.436295,Carl's Jr.,93454,CA
Media,39.91581,-75.38519,Wendy's,19063-3411,PA
Turlock,37.492303,-120.872609,Taco Bell,95380,CA
Modesto,37.6883,-121.0113,Jack in the Box,95350,CA
Waupaca,44.35742,-89.10863,Arby's,54981,WI
Grundy,37.2832,-82.1177,Hardee's,24614,VA
Hillsville,36.747828,-80.764376,McDonald's,24343,VA
Hillsville,36.762923,-80.734724,Hardee's,24343,VA
Placerville,38.7309,-120.7881,McDonald's,95667,CA
Patterson,37.4645,-121.14104,McDonald's,95363,CA
Lexington,37.7783,-79.4355,KFC,24450,VA
Paso Robles,35.6428,-120.6865,McDonald's,93446,CA
Kettleman City,35.9893,-119.9592,Taco Bell,93239,CA
Henrico,37.5169,-77.3489,KFC,23231,VA
Amory,33.99197,-88.49107,Domino's Pizza,38821,MS
York,39.960487,-76.726687,McDonald's,17401,PA
Enola,40.305639,-76.925332,Wendy's,17025,PA
Porterville,36.080353,-119.042232,Jack in the Box,93257,CA
Providence,41.8419,-71.4075,KFC,2904,RI
Paso Robles,35.638216,-120.692375,Jack in the Box,93446,CA
Swansea,41.7694,-71.2642,McDonald's,2777,MA
Saint George,33.1949,-80.6032,Waffle House,29477,SC
Conway,33.8474,-79.0655,McDonald's,29526,SC
Murrells Inlet,33.5847,-79.0131,McDonald's,29576,SC
Santa Maria,34.918481,-120.435907,Jack in the Box,93454,CA
Santa Maria,34.953543,-120.41833,Jack in the Box,93454,CA
Redding,40.569552,-122.359297,Taco Bell,96002,CA
Goleta,34.41199,-119.85745,Domino's Pizza,93117,CA
Sanger,36.71191,-119.5574,McDonald's,93657,CA
Columbia,34.0128,-81.017,KFC,29204,SC
Buellton,34.612093,-120.189102,Taco Bell,93427,CA
Lexington,34.0134,-81.1534,Hardee's,29072,SC
Slidell,30.3178,-89.8252,Krystal,70460,LA
South Pittsburg,35.04254,-85.68829,Krystal,37380,TN
Chicago,41.89838,-87.63753,BIG & little's Restaurant,60610,IL
Columbia,33.974066,-80.957242,Hardee's,29209,SC
Columbia,34.0553,-80.9477,KFC,29206,SC
Santa Maria,34.92609,-120.436657,Taco Bell,93454,CA
Columbia,34.0843,-80.9376,Waffle House,29223,SC
Batesburg,33.909552,-81.531756,McDonald's,29006,SC
Camden,34.250161,-80.644851,Arby's,29020,SC
Waynesboro,33.10469,-82.02287,Burger King,30830,GA
Longmont,40.158592,-104.981604,Arby's,80504,CO
Longmont,40.2013,-105.1032,SONIC Drive In,80501,CO
North Charleston,32.9138,-80.1083,McDonald's,29420,SC
Ladson,32.9993,-80.0915,McDonald's,29456,SC
North Charleston,32.88626,-80.06793,Burger King,29418,SC
North Charleston,32.85431,-80.01976,Burger King,29405,SC
Charleston,32.9333,-80.0372,Five Guys,29406,SC
Hartsville,36.39974,-86.16198,McDonald's,37074,TN
Valley,32.845372,-85.18188,Krystal,36854,AL
Bluffton,32.24553,-80.97804,Wendy's,29910,SC
Ridgeland,32.47633,-80.96892,McDonald's,29936,SC
Gilbert,33.30723,-111.7562,Raising Cane's Chicken Fingers,85295,AZ
Spartanburg,34.922314,-81.985114,Arby's,29301,SC
Ashland City,36.2696,-87.0589,SONIC Drive In,37015,TN
Landrum,35.180476,-82.16137,Bojangles' Famous Chicken 'n Biscuits,29356,SC
Murfreesboro,35.81894,-86.39554,Wendy's,37130,TN
Nashville,36.1013,-86.8176,McDonald's,37215,TN
Ashland City,36.270941,-87.059797,Taco Bell,37015,TN
Florence,34.1829,-79.8187,SONIC Drive In,29501,SC
Racine,42.73211,-87.79951,McDonald's,53404,WI
Bartonsville,41.00342,-75.26886,Sonic Drive-In,18321,PA
Rapid City,44.062172,-103.231761,Arby's,57701,SD
Groton,41.3678,-72.0641,Five Guys,6340,CT
Maryville,35.7518,-83.9988,McDonald's,37801,TN
Knoxville,35.93005,-84.03183,QDOBA Mexican Eats,37919,TN
Oak Ridge,36.015703,-84.250773,Krystal,37830,TN
New Braunfels,29.6852,-98.1249,McDonald's,78130,TX
Houston,29.74062,-95.46134,McDonald's,77056,TX
Houston,29.74062,-95.46134,Taco Bell,77056,TX
Albuquerque,35.13701,-106.6411,McDonald's,87107,NM
North Charleston,32.863849,-80.050168,Taco Bell,29418,SC
Fort Lauderdale,26.1686,-80.2031,KFC,33319,FL
Saint Paul,44.99231,-93.0243,SUBWAY,55109,MN
Ashland,38.46914,-82.62167,Captain D's,41101,KY
New Braunfels,29.71614,-98.16039,Whataburger,78132,TX
Jackson,32.32638,-90.19321,Captain D's,39213-7646,AL
Kansas City,39.21927,-94.57663,Captain D's,64118,MO
Leeds,33.56207,-86.5222,Captain D's,35094,AL
Twin Falls,42.57659,-114.46079,Cafe Rio,83301,ID
Rolla,37.946241,-91.778376,Arby's,65401,MO
Roosevelt,40.301537,-109.989418,Arby's,84066,UT
Ogden,41.17693,-111.94942,Carl's Jr.,84403,UT
Ridgecrest,35.619678,-117.669923,Carl's Jr.,93555,CA
Pahrump,36.2126,-115.9911,Carl's Jr.,89048,NV
Placerville,38.722706,-120.831145,Carl's Jr.,95667,CA
Mammoth Lakes,37.639652,-118.96635,Carl's Jr.,93546,CA
Sacramento,38.595821,-121.41111,Carl's Jr.,95825,CA
San Marcos,29.8547,-97.95443,Carl's Jr.,78666,TX
North Little Rock,34.80397,-92.25282,Captain D's,72116,AR
Arkadelphia,34.12285,-93.06382,Arby's,71923,AR
Ashtabula,41.863933,-80.796543,Arby's,44004,OH
Atmore,31.00617,-87.49368,Arby's,36502,AL
Atlanta,33.7579,-84.3943,Arby's,30303,GA
Auburn,42.2028,-71.8385,Arby's,1501,MA
Pittston,41.306618,-75.763176,Arby's,18640-3907,PA
Pryor,36.30111,-95.3209,Arby's,74361,OK
Denver,39.7406,-105.0784,Jimmy John's,80214,CO
Sierra Vista,31.555,-110.27806,Arby's,85635,AZ
Sidney,41.11672,-102.95031,Arby's,69162,NE
Shreveport,32.397816,-93.749316,Arby's,71106,LA
Bastrop,30.11186,-97.35133,Carl's Jr,78602,TX
South Hill,36.70848,-78.10693,Arby's,23970,VA
Springdale,36.17601,-94.13946,Arby's,72764,AR
Caldwell,43.66906,-116.68011,Carl's Jr.,83605,ID
Colorado Springs,38.83852,-104.82187,Carl's Jr.,80903,CO
Cottage Grove,43.787,-123.0539,Carl's Jr.,97424,OR
Fairbanks,64.83544,-147.8117,Carl's Jr,99709,AK
Cambridge,45.572166,-93.194886,Arby's,55008,MN
Brewton,31.10098,-87.07676,Arby's,36426,AL
Benson,35.375225,-78.5396,Char-Grill,27504,NC
Lompoc,36.5602,-119.384,Burger King,93437,CA
Reno,39.55688,-119.78214,Quiznos,89512,NV
Auburn,38.9216,-121.057,KFC,95603,CA
Pleasanton,37.678,-121.8746,KFC,94566,CA
Fort Worth,32.85,-97.2631,Crispy Chicken & Seafood,76148,TX
Greenfield,39.80704,-85.77044,KFC,46140,IN
Indianapolis,39.92691,-86.15693,Arby's,46240,IN
Kent,47.441,-122.2216,Jack in the Box,98032,WA
Albuquerque,35.119498,-106.645484,Wendy's,87107,NM
Frederick,39.4195,-77.4508,KFC,21702,MD
Norcross,33.9671,-84.2571,KFC,30092,GA
Antioch,42.471085,-88.094376,KFC,60002,IL
Capitol Heights,38.8891,-76.86373,Taco Bell,20743,MD
Joliet,41.5256,-88.1242,KFC,60435,IL
Lenexa,38.955,-94.7237,KFC,66215,KS
Chesterfield,38.6473,-90.5656,Five Guys,63017,MO
Superior,46.6936,-92.1047,Arby's,54880,WI
Becker,45.3845,-93.8626,McDonalds,55308,MN
Grand Rapids,42.98555,-85.698127,Burger King,49504,MI
Saint Paul,45.079872,-93.050377,Burger King,55110,MN
Anoka,45.206881,-93.403203,Taco Bell,55303,MN
Saint Cloud,45.55867,-94.15746,Toppers Pizza,56301,MN
Nisswa,46.50043,-94.29945,Wendy's,56468,MN
Pelham,33.3349,-86.7817,KFC,35124,AL
Pelham,33.335034,-86.78361,Wendy's,35124,AL
Pell City,33.59405,-86.28229,McDonald's,35125,AL
Pompano Beach,26.228072,-80.226911,McDonald's,33068,FL
Baraboo,43.5743,-89.77635,Jimmy John's,53913,WI
Birmingham,33.37949,-86.80468,McDonalds,35244,AL
Pell City,33.594268,-86.283267,Taco Bell,35125,AL
Gurnee,42.3856,-87.96526,Chick-fil-A,60031,IL
Pell City,33.6098,-86.2805,Arby's,35125,AL
Chesaning,43.18884,-84.13187,Burger King,48616,MI
Gadsden,34.010557,-85.988423,Arby's,35903,AL
Maumelle,34.8836,-92.3853,KFC,72113,AR
Pompano Beach,26.30021,-80.278689,McDonald's,33076,FL
Traverse City,44.7638,-85.6061,KFC,49686,MI
North Little Rock,34.788613,-92.213885,Rally's,72117,AR
Traverse City,44.67377,-85.65734,Burger King,49685,MI
Traverse City,44.74646,-85.52878,Burger King,49686,MI
Traverse City,44.76388,-85.59616,Burger King,49686,MI
Midland,43.6141,-84.2142,Taco Bell,48640,MI
Columbus,32.5385,-84.8769,Mcdonald's,31909,GA
Muskegon,43.294913,-86.203138,Burger King,49445,MI
Muskegon,43.234168,-86.208448,Burger King,49442,MI
Muskegon,43.154121,-86.198109,Burger King,49444,MI
Muskegon,43.188635,-86.263502,Burger King,49441,MI
Traverse City,44.76384,-85.6043,Taco Bell,49686,MI
Hallandale,25.9846,-80.1593,KFC,33009,FL
Longmont,40.160215,-104.982698,Taco Bell,80501,CO
Bemidji,47.490635,-94.89198,Arby's,56601,MN
Bemidji,47.49112,-94.89392,Jimmy John's,56601,MN
Tucson,32.24878,-110.84971,Chick-fil-A,85715,AZ
Stone Mountain,33.80372,-84.19256,Burger King,30083,GA
Mankato,44.179536,-94.033149,Culver's,56003,MN
Atlanta,33.92372,-84.31405,Burger King,30338,GA
Mankato,44.15981,-94.01404,Topper's Pizza,56001,MN
La Quinta,33.717074,-116.295454,Del Taco,92253,CA
Palm Desert,33.79768,-116.38755,Del Taco,92211,CA
Oxon Hill,38.804676,-76.9784,Burger King,20745,MD
Coachella,33.7,-116.2143,McDonalds,92236,CA
College Park,38.994809,-76.932189,Burger King,20740,MD
Fredericksburg,38.2958,-77.51256,Burger King,22401,VA
Joplin,37.0835,-94.5318,SONIC Drive In,64804,MO
Joplin,37.084,-94.5308,Wendy's,64801,MO
Joplin,37.08682,-94.47706,Jimmy John's,64801,MO
Tupelo,34.25523,-88.74444,Wendy's,38801,MS
Tupelo,34.2551,-88.7459,McDonald's,38801,MS
Tupelo,34.2539,-88.7506,Krystal,38801,MS
Arnold,38.446,-90.3737,Fazoli's,63010,MO
Saint Clair Shores,42.5002,-82.8979,KFC,48081,MI
O Fallon,38.8025,-90.7207,Lion's Choice,63366,MO
Overland Park,38.924430267,-94.726520754,Chick-fil-A,66210,KS
Palmdale,34.601,-118.1432,Popeyes Chicken & Biscuits,93551,CA
Jefferson City,38.5841,-92.2534,Wendy's,65109,MO
Jefferson City,38.581044,-92.224445,Arby's,65109,MO
Saint Louis,38.7003,-90.4438,McDonald's,63146,MO
Warrenton,38.8231,-91.1389,McDonald's,63383,MO
Bolivar,37.5903,-93.4008,Kum & Go,65613,MO
Springfield,37.18073,-93.23604,SONIC Drive In,65804,MO
Collinsville,38.69097,-89.984712,Taco Bell,62234,IL
Saint Charles,38.7712,-90.49274,Subway,63301,MO
Edwardsville,38.81162,-89.95296,Subway,62025,IL
Pittsburgh,40.53965,-79.82945,KFC,15238,PA
Jacksonville,30.28653,-81.98267,McDonald's,32234,FL
Jerseyville,39.11037,-90.31933,McDonald's,62052,IL
Bethalto,38.9013,-90.0576,McDonald's,62010,IL
Arvada,39.82713,-105.05525,Culver's,80003,CO
Wilmington,34.22461,-77.86808,Chick-Fil-A,28403,NC
Leland,34.23443,-78.000541,Hardee's,28451,NC
Gulfport,30.44696,-89.03222,McDonald's,39503,AL
Santa Ana,33.7385,-117.9205,McDonald's,92704,CA
Georgetown,38.862697,-83.891758,Long John Silver's,45121,OH
Hannibal,39.7198,-91.392,Long John Silver's,63401,MO
Jasper,38.42707,-86.93798,Long John Silver's,47546,IN
San Pablo,37.9567,-122.3375,KFC,94806,CA
Lompoc,34.6469,-120.458,Jack in the Box,93436,CA
York,34.985342,-81.215627,Bojangles' Famous Chicken 'n Biscuits,29745,SC
Citrus Heights,38.6649,-121.2715,McDonald's,95610,CA
Memphis,35.0508,-89.8303,Fazoli's,38115,TN
Minneapolis,45.0601,-93.2478,KFC,55421,MN
Denver,39.7402,-105.1124,KFC,80215,CO
Memphis,35.06926,-89.86544,Burger King,38115,TN
Memphis,35.02149,-90.00705,Burger King,38116,TN
Memphis,35.10794,-89.93045,Burger King,38111,TN
Gastonia,35.26691,-81.13335,Arby's,28054,NC
Modesto,37.645009,-120.993578,Jack in the Box,95354,CA
Patterson,37.465468,-121.175461,Jack in the Box,95363,CA
Warrenton,38.72275,-77.80622,KFC,20186,VA
Fort Worth,32.78457,-97.38285,KFC,76114,TX
Mount Carmel,38.41445,-87.76903,Long John Silver's,62863,IL
Vandalia,38.98118,-89.097855,Long John Silver's,62471,IL
Palm Harbor,28.0771,-82.7392,KFC,34684,FL
New Stanton,40.2178,-79.6105,McDonald's,15672,PA
Irwin,40.3321,-79.7422,McDonald's,15642,PA
Griffin,33.2699,-84.28973,KFC,30223-1754,GA
Kutztown,40.536043,-75.734575,Arby's,19530,PA
Medford,42.3471,-122.8742,Taco Delight,97504,OR
Georgetown,38.21316,-84.54387,Arby's,40324,KY
Murfreesboro,35.8734,-86.385,KFC,37129,TN
Greensboro,36.00842,-79.836987,Arby's,27406,NC
Arnold,38.44031,-90.37339,Raising Cane's Chicken Fingers,63010,MO
Belmont,35.2552,-81.0263,Arby's,28012,NC
Reno,39.528222,-119.882093,Jimmy John's,89523,NV
Paso Robles,35.6462,-120.6578,Jack in the Box,93446,CA
Massillon,40.7994,-81.5111,Arby's,44647,OH
Pomeroy,39.02534,-82.03719,KFC,45769,OH
Murfreesboro,35.8468,-86.4313,KFC,37129,TN
Atwater,37.3433,-120.6151,McDonalds,95301,CA
Traverse City,44.69117,-85.65743,KFC,49684,MI
Mason City,43.14806,-93.23057,Jimmy John's,50401,IA
Arkadelphia,34.12016,-93.05733,KFC,71923-5925,AR
Libertyville,42.29509,-87.95557,Jimmy John's,60048,IL
Henderson,36.042645,-115.117035,Jimmy John's,89074,NV
Hudson,44.966263,-92.721212,Jimmy John's,54016,WI
Waynesboro,33.1053,-82.024,KFC,30830,GA
Johnson City,36.31155,-82.38916,Jimmy John's,37604,TN
Menomonie,44.89754,-91.93248,Jimmy John's,54751,WI
Mesquite,32.81036,-96.61502,Jimmy John's,75150,TX
Mobile,30.69095,-88.04084,Jimmy John's,36602,AL
Monticello,45.29521,-93.79988,Jimmy John's,55362,MN
Mount Vernon,38.311275,-88.9609,Jimmy John's,62864,IL
Bloomington,40.4844,-88.94902,KFC,61704,IL
Bloomington,40.48317,-89.01937,KFC,61701,IL
Blue Springs,39.0205,-94.19374,KFC,64014,MO
Bluffton,40.74724,-85.17027,KFC,46714,IN
Brattleboro,42.88168,-72.55782,KFC,05301-9049,VT
Fort Worth,32.823486,-97.06024,Jimmy John's,76155,TX
Hastings,40.58491,-98.38851,Jimmy John's,68901,NE
Indianola,41.37004,-93.55905,Jimmy John's,50125,IA
Oswego,43.46201,-76.48117,KFC,13126,NY
Osceola,41.02494,-93.79694,KFC,50213,IA
Staunton,38.137,-79.0467,KFC,24401,VA
Tazewell,36.4484,-83.5735,KFC,37879,TN
Pekin,40.62521,-89.62079,KFC,61554,IL
Milwaukee,43.01969,-87.967445,KFC,53214,WI
Minden,32.6232,-93.257,KFC,71055,LA
Winnsboro,34.36832,-81.10093,KFC,29180,SC
Park Hills,37.83639,-90.48559,KFC,63601,MO
Bedford,38.86233,-86.5198,KFC,47421,IN
Belleville,42.2144,-83.5427,KFC,48111,MI
Cincinnati,39.29201,-84.31007,KFC,45249,OH
Cleveland,33.74103,-90.71534,KFC,38732,MS
Chesterfield,37.37221,-77.5022,KFC,23832,VA
Chicago,41.96943,-87.654971,KFC,60640,IL
Cincinnati,39.242,-84.5454,KFC,45231,OH
Snohomish,47.92626,-122.09751,KFC,98290,WA
South Hill,36.7209,-78.1183,KFC,23970,VA
South Bend,41.7299,-86.2898,KFC,46628,IN
Ellisville,31.60912,-89.20184,KFC,39437-2413,AL
Fayetteville,35.06631,-78.90055,Kfc,28301,NC
Wheatland,42.04835,-104.96275,Burger King,82201,WY
Wilkes Barre,41.2497,-75.81464,Burger King,18702,PA
Wilmington,41.30441,-88.1601,Burger King,60481,IL
Buda,30.08757,-97.82224,KFC,78610,TX
Cathedral City,33.81505,-116.45802,KFC,92234,CA
North Platte,41.119743,-100.75955,Jimmy John's,69101,NE
North Little Rock,34.78873,-92.22253,Jimmy John's,72117,AR
Staunton,38.13783,-79.06677,Jimmy Johns,24401,VA
Superior,46.72095,-92.09033,Jimmy John's,54880,WI
Rexburg,43.82367,-111.7891,Jimmy John's,83440,ID
Traverse City,44.7643,-85.59159,Jimmy John's,49686,MI
Saint Charles,38.82156,-90.51447,Jimmy John's,63301,MO
Twin Falls,42.56374,-114.46016,Jimmy John's,83301,ID
Newport,39.084393,-84.48495,KFC,41071,KY
Trinidad,37.17001,-104.51006,KFC / Taco Bell,81082,CO
Chambersburg,39.96882,-77.63491,Kenny's Drive-In,17201,PA
Liberty,29.9562,-95.0055,KFC,77575,TX
Waterbury,41.56334,-73.010375,Arby's,6705,CT
New Haven,41.33184,-72.97385,Burger King,6515,CT
Farmington,41.726192,-72.76234,Wendy's,6032,CT
Hartford,41.766508,-72.709338,Burger King,6105,CT
Hartford,41.738328,-72.667099,Wendy's,6114,CT
Colorado Springs,38.945493,-104.801681,Burger King,80920,CO
West Palm Beach,26.6506,-80.1459,Pollo Tropical,33413,FL
Lake Worth,26.6139,-80.2109,Burger King,33449,FL
West Palm Beach,26.7081,-80.1518,Burger King,33411,FL
West Palm Beach,26.6515,-80.1123,Burger King,33415,FL
Jupiter,26.9416,-80.1918,Mcdonald's,33478,FL
Wellington,26.6783,-80.2018,McDonalds,33414,FL
Lakeland,27.9533,-81.9254,McDonald's,33813,FL
Fort Lauderdale,26.137427,-80.124917,Burger King,33304,FL
New Port Richey,28.2166,-82.6945,McDonald's,34653,FL
Saint Petersburg,27.769937,-82.769296,McDonald's,33706,FL
Hudson,28.3316,-82.6584,McDonald's,34669,FL
New Port Richey,28.2217,-82.735,KFC,34652,FL
Miami,25.747346,-80.314871,Burger King,33155,FL
Tampa,28.0322,-82.4223,McDonald's,33612,FL
Hollywood,26.00839,-80.27742,KFC,33024,FL
Fort Lauderdale,26.10207,-80.14087,McDonald's,33316,FL
Jacksonville,30.371543,-81.724224,Krystal,32219,FL
Fort Lauderdale,26.0465,-80.2517,Burger King,33328,FL
Melbourne,28.0356,-80.6678,Burger King,32904,FL
Cincinnati,39.24411,-84.59499,Chick-fil-A,45251,OH
Cincinnati,39.2485,-84.5959,White Castle,45251,OH
Florence,38.99096,-84.65208,Jimmy John's,41042,KY
Evanston,42.049573,-87.680379,Burger King,60201,IL
Marion,42.0351,-91.553,McDonald's,52302,IA
Altoona,41.65904,-93.49673,McDonald's,50009,IA
Hollywood,25.9841,-80.2083,KFC,33023,FL
West Deptford,39.82068,-75.09013,Arby's,8096,NJ
Trenton,42.1408,-83.217,KFC,48183,MI
Waterford,42.66001,-83.38581,Jimmy John's,48328,MI
Atlanta,33.78006,-84.38811,Pita Pit,30309,GA
Pompano Beach,26.2601,-80.0996,Pollo Tropical,33062,FL
Pekin,40.565352,-89.636833,McDonald's,61554,IL
Perry,36.28886,-97.32412,McDonald's,73077,OK
Jacksonville,34.86752,-92.11802,McDonald's,72076,AR
Jackson,43.47322,-110.78682,McDonald's,83001,WY
Jackson,32.27338,-90.19158,McDonald's,39204,AL
Newington,41.696556,-72.75655,"MOOYAH Burgers, Fries & Shakes",6111,CT
Oakdale,30.81443,-92.66499,McDonald's,71463,LA
North Versailles,40.386958,-79.827721,McDonald's,15137,PA
Lonoke,34.80619,-91.88607,McDonald's,72086,AR
Loogootee,38.67479,-86.91264,McDonald's,47553,IN
Anchorage,61.203697,-149.74467,McDonald's,99504,AK
Rockdale,30.64768,-97.01831,McDonald's,76567,TX
Roosevelt,40.30226,-109.98212,McDonald's,84066,UT
Williamsport,41.227374,-76.987329,McDonald's,17702,PA
Huron,41.40663,-82.59233,McDonald's,44839,OH
Plover,44.49541,-89.51668,McDonald's,54467,WI
Willimantic,41.71712,-72.23403,McDonald's,6226,CT
Pomeroy,39.02004,-82.04188,McDonald's,45769,OH
Willoughby,41.62729,-81.4284,McDonald's,44094,OH
Pittsburgh,40.464887,-79.8292,McDonald's,15235,PA
Pittsfield,39.60684,-90.81266,McDonald's,62363,IL
Pontotoc,34.2526,-89.01857,McDonald's,38863,MS
Pontiac,40.87313,-88.64309,McDonald's,61764,IL
Huntington,40.892688,-85.504043,McDonald's,46750,IN
Indianapolis,39.666483,-86.098015,McDonald's,46237,IN
Indianola,41.37215,-93.55905,McDonald's,50125,IA
Indianapolis,39.8236,-86.23683,McDonald's,46254,IN
Lake Ozark,38.19483,-92.64291,McDonald's,65049,MO
Colchester,44.50412,-73.17974,McDonald's,5446,VT
West Deptford,39.8374,-75.08859,McDonald's,8096,NJ
Louisville,38.15745,-85.71216,Waffle House,40213,KY
Centralia,38.5295,-89.1479,Wendy's,62801,IL
Greenwood,39.5847,-86.1008,Long John Silver's,46143,IN
North Hills,34.23007,-118.46727,KFC,91343,CA
Roanoke Rapids,36.43289,-77.63654,McDonald's,27870,NC
Roanoke Rapids,36.4325,-77.6348,Hardee's,27870,NC
Roanoke Rapids,36.42488,-77.63228,Chick-Fil-A,27870,NC
Roanoke Rapids,36.432534,-77.634273,Taco Bell,27870,NC
Roanoke Rapids,36.433883,-77.637117,Wendy's,27870,NC
Roanoke Rapids,36.4347,-77.63802,Burger King,27870,NC
Saint Pauls,34.80965,-78.98403,Burger King,28384,NC
Red Springs,34.81114,-79.17371,McDonald's,28377,NC
Cincinnati,39.146979,-84.445654,Boston Market,45208,OH
Rockingham,34.9242,-79.7548,Arby's,28379,NC
Aberdeen,35.1535,-79.4154,KFC,28315,NC
Spencer,35.693279,-80.425686,Bojangles' Famous Chicken 'n Biscuits,28159,NC
Hickory,35.716,-81.3368,McDonald's,28601,NC
Newington,41.683808,-72.710015,Boston Market,6111,CT
Lawrence,42.67923,-71.13396,Boston Market,1843,MA
